x,y,z,x0,y0,z0
-103.302,19.595,370.006,-0.10895,0.154487,-0.981969
-103.886,19.6666,369.861,-0.109084,0.154083,-0.982018
-104.487,19.7734,369.829,-0.113004,0.155931,-0.981283
-105.092,19.8657,369.754,-0.116153,0.162366,-0.97987
-105.704,19.9768,369.73,-0.120829,0.165321,-0.97881
-106.321,20.0639,369.625,-0.119939,0.165785,-0.978841
-106.95,20.1612,369.548,-0.121026,0.163715,-0.979056
-107.577,20.2276,369.372,-0.118518,0.165576,-0.97905
-108.231,20.3458,369.291,-0.118797,0.165598,-0.979012
-108.897,20.4307,369.195,-0.120755,0.169799,-0.978053
-109.586,20.5488,369.108,-0.12018,0.170681,-0.97797
-110.282,20.6574,368.983,-0.116947,0.174743,-0.977644
-110.987,20.7506,368.859,-0.114754,0.176812,-0.977532
-111.702,20.8531,368.779,-0.111587,0.180587,-0.977209
-112.419,20.9759,368.695,-0.107912,0.180697,-0.977601
-113.154,21.1166,368.585,-0.103989,0.181722,-0.977836
-113.928,21.267,368.491,-0.100277,0.178722,-0.978776
-114.722,21.4002,368.365,-0.0951514,0.177705,-0.979473
-115.524,21.5299,368.268,-0.0913654,0.175723,-0.980191
-116.322,21.6391,368.143,-0.0871784,0.1759,-0.98054
-117.133,21.7758,368.083,-0.0844044,0.176088,-0.980749
-117.961,21.9221,367.997,-0.080196,0.178565,-0.980655
-118.812,22.0923,368.087,-0.0799713,0.184853,-0.979507
-119.691,22.2513,368.004,-0.074462,0.18961,-0.979032
-120.58,22.4055,367.916,-0.0676451,0.192237,-0.979014
-121.465,22.5835,367.922,-0.0628607,0.193958,-0.978994
-122.356,22.7821,367.893,-0.0561969,0.192208,-0.979744
-123.259,22.9913,367.862,-0.0499227,0.186322,-0.98122
-124.192,23.189,367.864,-0.0436932,0.182835,-0.982172
-125.149,23.3641,367.817,-0.0371136,0.178819,-0.983182
-126.108,23.5611,367.831,-0.0327664,0.176237,-0.983802
-127.07,23.7252,367.813,-0.0290676,0.173808,-0.984351
-128.034,23.8741,367.752,-0.0259155,0.171071,-0.984918
-129.006,24.0247,367.729,-0.0248516,0.169622,-0.985196
-129.985,24.1857,367.716,-0.0247395,0.167977,-0.98548
-130.967,24.3522,367.711,-0.0258445,0.166418,-0.985717
-131.948,24.5201,367.686,-0.0268029,0.168093,-0.985407
-132.932,24.6799,367.623,-0.0266955,0.170669,-0.984967
-133.919,24.8505,367.606,-0.0310163,0.171283,-0.984734
-134.901,25.03,367.59,-0.0356421,0.174914,-0.983938
-135.872,25.2196,367.586,-0.0410365,0.175965,-0.983541
-136.842,25.3856,367.529,-0.0444701,0.173552,-0.98382
-137.817,25.5486,367.48,-0.0486423,0.168372,-0.984523
-138.798,25.6963,367.404,-0.0525799,0.165213,-0.984855
-139.78,25.8352,367.347,-0.0561754,0.16381,-0.984891
-140.75,25.9732,367.269,-0.0583157,0.166229,-0.984361
-141.702,26.134,367.144,-0.0555026,0.174073,-0.983167
-142.657,26.2804,367.064,-0.0585054,0.178093,-0.982273
-143.614,26.3924,366.944,-0.0584418,0.176833,-0.982504
-144.567,26.5516,366.872,-0.0605835,0.176759,-0.982388
-145.518,26.7268,366.795,-0.0620808,0.178471,-0.981985
-146.477,26.8728,366.736,-0.0665088,0.172652,-0.982735
-147.429,27.0292,366.648,-0.0698567,0.171973,-0.982622
-148.384,27.1758,366.568,-0.0734515,0.170997,-0.98253
-149.325,27.3092,366.444,-0.0767057,0.172075,-0.982093
-150.261,27.4465,366.345,-0.0795047,0.174881,-0.981374
-151.197,27.5998,366.258,-0.0822604,0.177167,-0.980737
-152.134,27.7612,366.171,-0.0839657,0.175962,-0.980809
-153.075,27.916,366.074,-0.0867506,0.173711,-0.980968
-154.012,28.0683,365.966,-0.0879935,0.172703,-0.981036
-154.947,28.2047,365.871,-0.0896084,0.17017,-0.981332
-155.881,28.3428,365.79,-0.0916118,0.16892,-0.981363
-156.808,28.4864,365.697,-0.0922401,0.170792,-0.98098
-157.728,28.623,365.597,-0.0917587,0.173372,-0.980573
-158.646,28.7651,365.485,-0.0900597,0.177387,-0.980012
-159.556,28.9195,365.371,-0.0892321,0.180132,-0.979587
-160.461,29.0796,365.262,-0.088031,0.178575,-0.97998
-161.371,29.2028,365.216,-0.089503,0.177414,-0.980058
-162.273,29.3546,365.11,-0.0883723,0.1761,-0.980397
-163.181,29.4826,365.036,-0.0886582,0.174671,-0.980627
-164.084,29.6148,364.941,-0.0879234,0.173172,-0.980959
-164.972,29.7441,364.833,-0.0861487,0.172791,-0.981184
-165.85,29.8684,364.734,-0.084977,0.173256,-0.981204
-166.721,29.9914,364.655,-0.0850555,0.172736,-0.981289
-167.575,30.1175,364.563,-0.0853509,0.173119,-0.981196
-168.411,30.2524,364.45,-0.0830309,0.174728,-0.98111
-169.243,30.3935,364.391,-0.0827017,0.17685,-0.980757
-170.059,30.5251,364.323,-0.0828987,0.1754,-0.981001
-170.841,30.6304,364.188,-0.080345,0.170623,-0.982055
-171.605,30.7516,364.101,-0.078622,0.169321,-0.98242
-172.347,30.8499,363.974,-0.0762031,0.167419,-0.982936
-173.084,30.9474,363.884,-0.0768578,0.163042,-0.983621
-173.81,31.0516,363.827,-0.0788724,0.157165,-0.984418
-174.504,31.1311,363.742,-0.0797612,0.157879,-0.984232
-175.173,31.2109,363.678,-0.0814805,0.158168,-0.984045
-175.81,31.2912,363.579,-0.0842714,0.161422,-0.983281
-176.433,31.3773,363.498,-0.0859955,0.162288,-0.982989
-177.042,31.476,363.446,-0.0903747,0.16673,-0.981852
-177.643,31.5594,363.367,-0.0942046,0.169402,-0.981034
-178.229,31.6309,363.29,-0.100157,0.170781,-0.980205
-178.802,31.7104,363.209,-0.106131,0.170784,-0.979576
-179.355,31.7796,363.109,-0.112666,0.170792,-0.978844
-179.901,31.8592,363.028,-0.125257,0.170389,-0.977383
-180.432,31.9422,362.928,-0.141431,0.170205,-0.975206
-180.958,31.999,362.817,-0.163618,0.171618,-0.971482
-181.48,32.0677,362.7,-0.189401,0.17224,-0.966675
-181.995,32.1397,362.6,-0.221783,0.174279,-0.959395
-182.5,32.2071,362.441,-0.257029,0.177322,-0.949996
-182.965,32.29,362.2,-0.291554,0.178627,-0.939728
-183.437,32.3607,361.992,-0.334229,0.17935,-0.92527
-183.889,32.4244,361.74,-0.379553,0.179786,-0.907533
-184.327,32.4887,361.472,-0.427399,0.180492,-0.885863
-184.749,32.5356,361.179,-0.475265,0.182329,-0.860743
-185.166,32.6203,360.898,-0.526253,0.181679,-0.830693
-185.56,32.6758,360.589,-0.576984,0.184622,-0.795616
-185.926,32.7518,360.219,-0.626615,0.186577,-0.756666
-186.28,32.7852,359.86,-0.677546,0.189694,-0.710597
-186.59,32.8379,359.464,-0.725259,0.188404,-0.662196
-186.903,32.9036,359.014,-0.770636,0.185015,-0.609827
-187.154,32.9677,358.567,-0.811703,0.183921,-0.554357
-187.389,33.0703,358.052,-0.847902,0.187511,-0.495885
-187.575,33.1343,357.566,-0.880695,0.185207,-0.435975
-187.738,33.1967,357.063,-0.909754,0.181159,-0.373537
-187.885,33.2723,356.483,-0.934308,0.17232,-0.312049
-187.964,33.3573,355.943,-0.95312,0.164539,-0.253948
-188.047,33.4294,355.387,-0.96767,0.15751,-0.196993
-188.107,33.5078,354.777,-0.977241,0.154851,-0.144984
-188.127,33.5804,354.191,-0.982601,0.157148,-0.0989903
-188.145,33.6535,353.573,-0.98579,0.156555,-0.060895
-188.137,33.7378,352.957,-0.987144,0.15662,-0.0318876
-188.125,33.8235,352.326,-0.988051,0.15376,-0.0106279
-188.085,33.9121,351.687,-0.988322,0.152293,0.00518568
-188.076,33.999,351.045,-0.988728,0.148227,0.0211046
-188.062,34.0999,350.392,-0.98928,0.141695,0.0353264
-188.032,34.2113,349.736,-0.989413,0.136299,0.0498452
-187.993,34.3427,349.069,-0.988551,0.135651,0.0660768
-187.931,34.4509,348.38,-0.987575,0.135225,0.0800668
-187.861,34.5643,347.682,-0.986713,0.133887,0.0920428
-187.796,34.6736,346.972,-0.986113,0.131245,0.10176
-187.736,34.7989,346.25,-0.985225,0.131495,0.109734
-187.636,34.913,345.517,-0.984298,0.134366,0.11447
-187.533,35.0338,344.774,-0.983734,0.135092,0.118393
-187.432,35.1604,344.014,-0.983449,0.13354,0.122453
-187.344,35.2818,343.239,-0.983223,0.129844,0.128116
-187.227,35.4128,342.452,-0.982461,0.130707,0.132985
-187.129,35.5315,341.649,-0.981349,0.131734,0.14
-187.003,35.6528,340.839,-0.980386,0.132936,0.145501
-186.874,35.7731,340.024,-0.979842,0.132884,0.149172
-186.721,35.8832,339.2,-0.979258,0.135496,0.150648
-186.592,36.0064,338.362,-0.978585,0.138688,0.152105
-186.451,36.1597,337.513,-0.977822,0.143361,0.152683
-186.322,36.2991,336.645,-0.978259,0.141933,0.151209
-186.186,36.4464,335.767,-0.978048,0.144951,0.149704
-186.051,36.5875,334.878,-0.977839,0.147926,0.148149
-185.89,36.7188,333.99,-0.977672,0.151511,0.145611
-185.751,36.8637,333.089,-0.97782,0.153105,0.142922
-185.598,36.9883,332.184,-0.977591,0.156245,0.14108
-185.481,37.1261,331.268,-0.978027,0.155919,0.138395
-185.355,37.2545,330.35,-0.978362,0.155969,0.135943
-185.229,37.3949,329.431,-0.978399,0.157548,0.133844
-185.103,37.5072,328.509,-0.978652,0.157714,0.13178
-184.981,37.6146,327.593,-0.978456,0.16015,0.130288
-184.861,37.7186,326.68,-0.978486,0.161447,0.12845
-184.771,37.8459,325.756,-0.978878,0.160252,0.126952
-184.632,37.9686,324.845,-0.978865,0.161705,0.125197
